tweet_id	retweet_count	favorite_count
817120970343411712	2411	11532
817056546584727552	1514	8130
816829038950027264	4385	0
816816676327063552	1890	9459
816697700272001025	2055	9229
816450570814898180	7453	28657
816336735214911488	1801	8162
816091915477250048	1986	8469
816062466425819140	944	0
816014286006976512	4877	0
815990720817401858	944	4686
815966073409433600	7857	21103
815745968457060357	3854	0
815736392542261248	2119	9300
815639385530101762	1550	7810
815390420867969024	3570	9802
814986499976527872	1185	7245
814638523311648768	2521	10679
814578408554463233	5456	0
814530161257443328	1739	8210
814153002265309185	8107	27213
813944609378369540	2955	0
813910438903693312	1728	8832
813812741911748608	13024	34584
813800681631023104	1649	7873
813217897535406080	6846	17660
813202720496779264	1704	8757
813187593374461952	4045	18809
813172488309972993	1806	8794
813157409116065792	2065	7365
813142292504645637	2242	8073
813130366689148928	418	4253
813127251579564032	2918	11192
813112105746448384	2566	9779
813096984823349248	3384	10003
813081950185472002	2593	9418
813066809284972545	1825	7527
813051746834595840	6847	19904
812781120811126785	1787	7141
812709060537683968	1351	6288
812503143955202048	1148	5745
812466873996607488	1799	7555
812372279581671427	3421	12931
811985624773361665	1311	6906
811744202451197953	1474	7154
811647686436880384	682	5318
811627233043480576	2847	12064
811386762094317568	5976	19846
810984652412424192	1330	5050
810896069567610880	1643	8531
810657578271330305	2467	10424
810284430598270976	10487	33292
810254108431155201	3160	13957
809920764300447744	3682	14773
809808892968534016	4573	0
809448704142938112	1368	6604
809220051211603969	5243	18867
809084759137812480	3304	12555
808838249661788160	2862	9643
808733504066486276	2033	7490
808501579447930884	2454	10751
808344865868283904	19434	40155
808134635716833280	5511	0
808106460588765185	2063	8379
808001312164028416	3304	11837
807621403335917568	3382	13844
807106840509214720	51599	111501
807059379405148160	6883	0
807010152071229440	3627	12458
806629075125202948	32355	70529
806620845233815552	5138	0
806576416489959424	1823	4662
806542213899489280	2216	9730
806242860592926720	10875	0
806219024703037440	1134	6131
805958939288408065	5009	0
805932879469572096	1800	7889
805826884734976000	1714	6234
805823200554876929	7467	0
805520635690676224	1550	5479
805487436403003392	2378	8343
805207613751304193	1626	7472
804738756058218496	3600	12984
804475857670639616	1891	5833
804413760345620481	3007	0
804026241225523202	15031	42017
803773340896923648	2586	9549
803692223237865472	6925	0
803638050916102144	3887	10377
803380650405482500	1767	7391
803321560782307329	4955	0
803276597545603072	2296	9542
802952499103731712	1873	8569
802624713319034886	2724	0
802600418706604034	1381	6754
802572683846291456	2356	8509
802323869084381190	5475	15324
802265048156610565	1295	6616
802239329049477120	2459	8634
802185808107208704	251	0
801958328846974976	1596	7358
801854953262350336	219	1721
801538201127157760	1952	7806
801285448605831168	771	5737
801167903437357056	5511	23147
801127390143516673	3696	0
801115127852503040	1984	7668
800859414831898624	91	646
800855607700029440	1516	0
800751577355128832	2633	10084
800513324630806528	2827	12480
800459316964663297	2060	9040
800443802682937345	4022	0
800388270626521089	2635	10610
800188575492947969	3691	0
800141422401830912	2390	14496
800018252395122689	12305	26846
799774291445383169	4368	0
799757965289017345	2002	7961
799422933579902976	1800	7676
799308762079035393	5082	0
799297110730567681	2562	9382
799063482566066176	2340	7678
798933969379225600	4156	12411
798925684722855936	1362	7153
798705661114773508	6214	0
798701998996647937	7241	0
798697898615730177	6098	0
798694562394996736	4639	0
798686750113755136	2180	0
798682547630837760	4432	0
798673117451325440	5221	0
798665375516884993	3676	0
798644042770751489	1745	0
798628517273620480	1864	0
798585098161549313	5270	0
798576900688019456	5479	0
798340744599797760	3137	0
798209839306514432	2421	9926
797971864723324932	2887	10947
797545162159308800	4614	13863
797236660651966464	6159	18919
797165961484890113	24	212
796904159865868288	8352	0
796865951799083009	1828	7303
796759840936919040	2832	11207
796563435802726400	6733	0
796484825502875648	1651	7176
796387464403357696	3888	10460
796177847564038144	13361	0
796149749086875649	13361	30481
796125600683540480	1683	4736
796116448414461957	2250	8632
796080075804475393	2166	8022
796031486298386433	3499	10268
795464331001561088	21952	46762
795400264262053889	2684	9495
795076730285391872	5097	15327
794983741416415232	3153	0
794926597468000259	2158	9678
794355576146903043	9657	0
794332329137291264	2533	9120
794205286408003585	3110	8764
793962221541933056	4573	15898
793845145112371200	1745	8765
793614319594401792	2925	0
793601777308463104	1518	7567
793500921481273345	2234	10111
793286476301799424	8591	23338
793271401113350145	2246	8245
793256262322548741	7800	18922
793241302385262592	3076	9977
793226087023144960	2715	9279
793210959003287553	2607	8470
793195938047070209	5272	14438
793180763617361921	1864	6552
793165685325201412	2626	8892
793150605191548928	1595	5853
793135492858580992	2358	6079
793120401413079041	3688	12023
792913359805018113	3711	13581
792883833364439040	4002	10703
792773781206999040	1570	6992
792394556390137856	4014	12704
792050063153438720	1670	6778
791821351946420224	19694	0
791784077045166082	8898	0
791780927877898241	3554	0
791774931465953280	20748	42704
791672322847637504	2925	11135
791406955684368384	3854	12478
791312159183634433	2364	8312
791026214425268224	3812	0
790987426131050500	1988	9305
790946055508652032	4385	15846
790723298204217344	2144	0
790698755171364864	1803	7799
790581949425475584	6643	19546
790337589677002753	1767	7416
790277117346975746	2955	11891
790227638568808452	3307	0
789986466051088384	2144	8799
789960241177853952	3831	0
789903600034189313	3882	9775
789628658055020548	1646	7082
789599242079838210	1793	6371
789530877013393408	3153	11088
789314372632018944	2136	8198
789280767834746880	4592	0
789268448748703744	2446	8641
789137962068021249	2607	9224
788908386943430656	11710	26037
788765914992902144	9657	25876
788552643979468800	6660	0
788412144018661376	4922	14712
788178268662984705	1978	6886
788150585577050112	1197	5785
788070120937619456	3213	0
788039637453406209	1227	5790
787810552592695296	2839	8148
787717603741622272	2586	9698
787397959788929025	2668	10326
787322443945877504	1625	7382
787111942498508800	6294	0
786963064373534720	7424	25258
786729988674449408	2274	0
786709082849828864	5726	17354
786664955043049472	2362	10040
786595970293370880	2915	8964
786363235746385920	3217	10268
786286427768250368	2643	7556
786233965241827333	4371	14391
786051337297522688	147	1353
786036967502913536	6498	0
785927819176054784	2985	10800
785872687017132033	1671	6333
785639753186217984	2105	7451
785533386513321988	1838	8585
785515384317313025	1164	5782
785264754247995392	1517	6890
785170936622350336	4496	11361
784826020293709826	3007	9570
784517518371221505	2363	8483
784431430411685888	1183	5441
784183165795655680	7467	18934
784057939640352768	10353	28071
783839966405230592	10034	28353
783821107061198850	1828	6977
783695101801398276	2989	9866
783466772167098368	2076	7967
783391753726550016	5089	15972
783347506784731136	5139	0
783334639985389568	10875	27461
783085703974514689	2017	7724
782969140009107456	6883	22797
782747134529531904	1318	7060
782722598790725632	5009	16272
782598640137187329	1765	7378
782305867769217024	5126	15697
782021823840026624	5731	0
781955203444699136	3136	10557
781661882474196992	2525	9870
781655249211752448	1051	3775
781524693396357120	5138	19570
781308096455073793	2383	6738
781251288990355457	1928	7919
781163403222056960	2580	9271
780931614150983680	6733	20469
780858289093574656	1863	6795
780800785462489090	1201	5191
780601303617732608	3125	11405
780543529827336192	1625	5937
780496263422808064	3422	0
780476555013349377	103	0
780459368902959104	1002	4995
780192070812196864	2087	8206
780092040432480260	2134	0
780074436359819264	4567	11427
779834332596887552	6498	17743
779377524342161408	2880	8239
779124354206535695	17009	0
779056095788752897	4208	13875
778990705243029504	6650	18724
778774459159379968	9143	0
778764940568104960	338	819
778748913645780993	1205	6446
778650543019483137	1389	5420
778624900596654080	942	4335
778408200802557953	4001	12855
778396591732486144	11333	0
778383385161035776	1019	5507
778286810187399168	3059	9719
778039087836069888	2464	7977
778027034220126208	1491	6188
777953400541634568	3265	0
777885040357281792	1513	5989
777684233540206592	2724	10605
777641927919427584	3919	0
777621514455814149	2337	8203
777189768882946048	3980	13303
776819012571455488	12588	0
776813020089548800	1112	4602
776477788987613185	2556	8235
776249906839351296	8455	0
776218204058357768	14703	28069
776201521193218049	2334	9015
776113305656188928	4022	11098
776088319444877312	141	1712
775898661951791106	15519	0
775842724423557120	2461	11021
775733305207554048	3696	13068
775729183532220416	4278	12250
775364825476165632	2714	6941
775350846108426240	3625	9565
775085132600442880	4368	14612
774757898236878852	1655	8123
774639387460112384	1614	6361
774314403806253056	5082	20520
773985732834758656	3584	10148
773922284943896577	1626	6047
773704687002451968	1496	6230
773670353721753600	1222	5050
773547596996571136	5689	20795
773336787167145985	4666	0
773308824254029826	6944	21969
773247561583001600	3002	8875
773191612633579521	3799	9381
772877495989305348	3575	8046
772826264096874500	2208	7567
772615324260794368	3117	0
772581559778025472	1584	6098
772193107915964416	1289	5671
772152991789019136	1052	3587
772117678702071809	687	3553
772114945936949249	439	2582
772102971039580160	865	3767
771908950375665664	1754	6185
771770456517009408	3137	11282
771500966810099713	2419	7769
771380798096281600	4666	9912
771171053431250945	6888	0
771136648247640064	2708	8597
771102124360998913	1330	5852
771014301343748096	1536	6475
770787852854652928	1103	4615
770772759874076672	1325	4882
770655142660169732	1666	6906
770414278348247044	1926	5939
770293558247038976	1354	5842
770093767776997377	2816	0
770069151037685760	2121	7136
769940425801170949	8826	29249
769695466921623552	1562	6040
769335591808995329	7123	0
769212283578875904	1599	5072
768970937022709760	5997	13380
768909767477751808	2438	0
768855141948723200	825	3929
768609597686943744	1098	3850
768596291618299904	1186	4739
768554158521745409	5380	0
768473857036525572	3156	12766
768193404517830656	3265	10186
767884188863397888	1265	4465
767754930266464257	4955	14968
767500508068192258	2150	7041
767191397493538821	3473	11521
767122157629476866	2643	9544
766793450729734144	1258	4746
766714921925144576	346	2460
766693177336135680	730	3792
766423258543644672	1457	5638
766313316352462849	1731	6337
766078092750233600	2420	0
766069199026450432	773	3942
766008592277377025	460	3535
765719909049503744	1992	6801
765669560888528897	1131	4845
765395769549590528	3115	25098
765371061932261376	2004	6668
765222098633691136	3117	10909
764857477905154048	1647	6067
764259802650378240	1392	5632
763956972077010945	50	732
763837565564780549	3812	11754
763183847194451968	1358	5055
763167063695355904	2750	0
763103485927849985	2122	6927
762699858130116608	3307	11363
762471784394268675	5909	10509
762464539388485633	3831	9638
762316489655476224	1028	4499
762035686371364864	14295	29777
761976711479193600	1825	5041
761750502866649088	3587	0
761745352076779520	795	4013
761672994376806400	26728	46229
761599872357261312	1100	3884
761371037149827077	16648	0
761334018830917632	1338	4825
761292947749015552	1001	4182
761227390836215808	1445	4987
761004547850530816	3213	10634
760893934457552897	888	3575
760656994973933572	1751	6168
760641137271070720	1189	4674
760539183865880579	3340	7077
760521673607086080	1286	3923
760290219849637889	10567	25061
760252756032651264	797	3705
760190180481531904	1652	5351
760153949710192640	28	0
759943073749200896	1934	5527
759846353224826880	1799	6290
759793422261743616	1761	5574
759557299618865152	1103	4392
759447681597108224	2274	7943
759446261539934208	454	1562
759197388317847553	1804	5699
759159934323924993	1067	0
759099523532779520	3822	13604
759047813560868866	1850	6064
758854675097526272	842	3325
729838605770891264	338	1605
729823566028484608	1126	3653
729463711119904772	2097	5324
729113531270991872	288	1743
728986383096946689	742	2885
728760639972315136	1547	4293
728751179681943552	617	2546
728653952833728512	947	3059
728409960103686147	1827	4502
728387165835677696	878	3425
728046963732717569	1086	3943
728035342121635841	1514	4163
728015554473250816	992	3786
727685679342333952	576	2732
727644517743104000	1588	5388
727524757080539137	1088	4113
727314416056803329	673	3066
727286334147182592	746	2827
727175381690781696	1246	3596
727155742655025152	1201	3332
726935089318363137	2208	6299
726887082820554753	1370	3534
726828223124897792	919	3306
726224900189511680	1044	4083
725842289046749185	2420	6527
725786712245440512	1247	3849
725729321944506368	1609	4797
725458796924002305	557	1304
724983749226668032	1170	3447
724771698126512129	568	2159
724405726123311104	1515	4872
724049859469295616	1621	3981
724046343203856385	513	2455
724004602748780546	1394	3838
723912936180330496	1126	3594
723688335806480385	2646	7041
723673163800948736	816	2790
723179728551723008	1692	4863
722974582966214656	1438	3769
722613351520608256	1495	4586
721503162398597120	1649	4232
721001180231503872	551	2346
720785406564900865	700	2858
720775346191278080	570	2255
720415127506415616	1365	3797
720389942216527872	2266	5871
720340705894408192	879	2628
720059472081784833	1022	3558
720043174954147842	1820	4576
719991154352222208	1598	4492
719704490224398336	1301	4184
719551379208073216	1715	4650
719367763014393856	691	2600
719339463458033665	1121	4101
719332531645071360	859	3182
718971898235854848	986	3211
718939241951195136	1587	4804
718631497683582976	7241	17361
718613305783398402	430	2261
718540630683709445	926	2249
718460005985447936	477	2508
718454725339934721	1382	4513
718246886998687744	447	1761
718234618122661888	914	3570
717841801130979328	545	2276
717790033953034240	990	2635
717537687239008257	1666	5323
717428917016076293	408	1477
717421804990701568	759	2894
717047459982213120	1742	5807
717009362452090881	871	2987
716802964044845056	1051	3963
716791146589110272	1459	7748
716730379797970944	397	1135
716447146686459905	5321	12017
716439118184652801	190	2203
716285507865542656	968	2555
716080869887381504	1710	6256
715928423106027520	796	2935
715758151270801409	1289	3419
715733265223708672	1531	4289
715704790270025728	514	2566
715696743237730304	1170	3617
715680795826982913	1446	3971
715360349751484417	1411	5042
715342466308784130	627	2796
715220193576927233	589	2215
715200624753819648	1688	4760
715009755312439296	1107	3827
714982300363173890	936	3435
714962719905021952	3843	6756
714957620017307648	1284	3820
714631576617938945	900	3023
714606013974974464	832	3351
714485234495041536	1010	2459
714258258790387713	671	2823
714251586676113411	762	3029
714214115368108032	800	2114
714141408463036416	1282	4013
713919462244790272	723	3046
713909862279876608	486	1752
713900603437621249	665	2620
713761197720473600	1244	4467
713411074226274305	1187	4098
713177543487135744	2598	6658
713175907180089344	1335	4092
712809025985978368	6098	17561
712717840512598017	4516	11337
712668654853337088	1102	3828
712438159032893441	1422	4912
712309440758808576	24	223
712097430750289920	937	3468
712092745624633345	814	2706
712085617388212225	436	3022
712065007010385924	570	2074
711998809858043904	122	0
711968124745228288	2097	7422
711743778164514816	911	2625
711732680602345472	3701	8081
711694788429553666	16648	30283
711652651650457602	822	3545
711363825979756544	1019	3327
711306686208872448	680	3051
711008018775851008	559	2744
710997087345876993	1267	4220
710844581445812225	614	2355
710833117892898816	476	2468
710658690886586372	514	2139
710609963652087808	2159	4436
710588934686908417	1699	4174
710296729921429505	672	2200
710283270106132480	481	1997
710272297844797440	1144	4149
710269109699739648	1018	2204
710153181850935296	814	2683
710140971284037632	805	2519
710117014656950272	1783	5032
709918798883774466	995	3232
709901256215666688	92	608
709852847387627521	1092	3239
709566166965075968	1074	3258
709556954897764353	975	3027
709519240576036864	219	1385
709449600415961088	519	2025
709409458133323776	617	2430
709225125749587968	521	2211
709207347839836162	5190	11425
709198395643068416	590	2268
709179584944730112	611	1855
709158332880297985	366	1880
709042156699303936	1482	4340
708853462201716736	594	1667
708845821941387268	806	2744
708834316713893888	449	1552
708810915978854401	6262	15226
708738143638450176	741	2544
708711088997666817	640	2338
708479650088034305	618	2346
708469915515297792	733	2856
708400866336894977	9082	14688
708356463048204288	1200	3306
708349470027751425	677	2191
708149363256774660	1414	3993
708130923141795840	785	3101
708119489313951744	897	2483
708109389455101952	502	1805
708026248782585858	1754	4072
707995814724026368	1016	2874
707983188426153984	2	45
707969809498152960	869	2491
707776935007539200	874	3015
707741517457260545	556	2297
707738799544082433	2203	3738
707693576495472641	917	3121
707629649552134146	787	2355
707610948723478529	5731	15617
707420581654872064	634	2075
707411934438625280	546	2122
707387676719185920	1150	3222
707377100785885184	977	3018
707315916783140866	578	2287
707297311098011648	711	2584
707059547140169728	619	2402
707038192327901184	719	2015
707021089608753152	1225	3730
707014260413456384	542	2112
706904523814649856	7123	13444
706901761596989440	525	1883
706681918348251136	895	3024
706644897839910912	987	2343
706593038911545345	582	1985
706538006853918722	1295	3192
706516534877929472	931	2873
706346369204748288	843	3175
706310011488698368	7142	19546
706291001778950144	438	1566
706265994973601792	851	2521
706169069255446529	2003	3596
706166467411222528	1455	4730
706153300320784384	345	1360
705975130514706432	665	2865
705970349788291072	799	2926
705898680587526145	496	2190
705786532653883392	468	1796
705591895322394625	1033	2913
705475953783398401	829	2745
705442520700944385	1463	4066
705428427625635840	1522	3516
705239209544720384	679	2773
705223444686888960	715	2378
705102439679201280	475	1966
705066031337840642	556	2013
704871453724954624	1017	3965
704859558691414016	477	2077
704847917308362754	1367	4704
704819833553219584	898	2444
704761120771465216	2630	6142
704499785726889984	906	2664
704491224099647488	71	692
704480331685040129	980	3149
704364645503647744	3232	7345
704347321748819968	314	1449
704134088924532736	413	1387
704113298707505153	520	1719
704054845121142784	843	2695
703774238772166656	405	1708
703769065844768768	1024	3014
703631701117943808	602	2365
703611486317502464	1384	3544
