tweet_id	retweet_count	favorite_count
703425003149250560	1223	3500
703407252292673536	623	2259
703382836347330562	1031	3225
703356393781329922	346	1770
703268521220972544	494	1823
703079050210877440	2804	6820
703041949650034688	11333	24349
702932127499816960	654	2372
702899151802126337	413	1482
702684942141153280	965	2984
702671118226825216	509	2024
702598099714314240	3139	11334
702539513671897089	872	2649
702332542343577600	1388	2935
702321140488925184	955	3032
702276748847800320	695	2279
702217446468493312	1226	4398
701981390485725185	891	3169
701952816642965504	930	3542
701889187134500865	1255	3247
701805642395348998	1511	3127
701601587219795968	416	1927
701570477911896070	840	2580
701545186879471618	550	2456
701214700881756160	4639	11293
700890391244103680	510	2044
700864154249383937	557	2403
700847567345688576	452	2279
700796979434098688	862	2259
700747788515020802	8455	21019
700518061187723268	722	2398
700505138482569216	521	2108
700462010979500032	1625	3790
700167517596164096	655	2432
700151421916807169	608	2055
700143752053182464	2438	6928
700062718104104960	613	2453
700029284593901568	531	1917
700002074055016451	1204	3029
699801817392291840	851	2780
699788877217865730	469	2064
699779630832685056	1109	2510
699775878809702401	539	1809
699691744225525762	4164	9465
699446877801091073	2401	5512
699434518667751424	468	2031
699423671849451520	289	1251
699413908797464576	571	1930
699370870310113280	393	1757
699323444782047232	784	2908
699088579889332224	565	2087
699079609774645248	574	2258
699072405256409088	1081	2720
699060279947165696	1623	3435
699036661657767936	1092	2406
698989035503689728	877	3084
698953797952008193	831	2488
698907974262222848	556	2343
698710712454139905	618	2270
698703483621523456	337	1319
698635131305795584	315	1198
698549713696649216	560	2154
698355670425473025	396	1704
698342080612007937	872	2074
698262614669991936	1799	4404
698195409219559425	5456	15515
698178924120031232	677	2592
697995514407682048	305	1413
697990423684476929	1173	3019
697943111201378304	618	2200
697881462549430272	1056	2789
697630435728322560	498	1602
697616773278015490	924	2891
697596423848730625	1134	2780
697575480820686848	455	1892
697516214579523584	995	1877
697482927769255936	603	2239
697463031882764288	1274	3169
697270446429966336	1717	4351
697259378236399616	906	3043
697255105972801536	1058	2846
697242256848379904	617	2326
696900204696625153	941	2917
696894894812565505	620	2168
696886256886657024	1630	4451
696877980375769088	641	2258
696754882863349760	329	1374
696744641916489729	838	1895
696713835009417216	587	2181
696518437233913856	1571	3640
696490539101908992	127	1134
696488710901260288	930	2310
696405997980676096	1053	2934
696100768806522880	587	1777
695816827381944320	1056	2762
695794761660297217	709	2916
695767669421768709	666	1711
695629776980148225	1896	4204
695446424020918272	1654	4098
695409464418041856	3250	8003
695314793360662529	1301	3340
695095422348574720	550	2460
695074328191332352	996	2616
695064344191721472	529	1477
695051054296211456	718	2434
694925794720792577	821	2494
694905863685980160	837	2534
694669722378485760	13094	33051
694356675654983680	251	1388
694352839993344000	542	1879
694342028726001664	432	1464
694329668942569472	449	1825
694206574471057408	1857	3822
694183373896572928	843	2710
694001791655137281	925	3140
693993230313091072	359	1733
693942351086120961	330	1623
693647888581312512	520	2479
693644216740769793	115	1270
693642232151285760	377	2357
693629975228977152	722	2263
693622659251335168	338	1421
693590843962331137	1782	4664
693582294167244802	223	1520
693486665285931008	568	1628
693280720173801472	1125	3089
693267061318012928	733	2198
693262851218264065	452	2048
693231807727280129	671	2662
693155686491000832	2899	7275
693109034023534592	551	1567
693095443459342336	406	1702
692919143163629568	698	2501
692905862751522816	791	2240
692901601640583168	539	1622
692894228850999298	717	2091
692828166163931137	796	2659
692752401762250755	3307	6290
692568918515392513	1395	4031
692535307825213440	1237	2908
692530551048294401	369	1703
692423280028966913	198	1367
692417313023332352	3141	8666
692187005137076224	747	2334
692158366030913536	719	1972
692142790915014657	355	1510
692041934689402880	1133	3124
692017291282812928	872	2678
691820333922455552	1498	3651
691793053716221953	3835	7484
691756958957883396	888	2604
691675652215414786	460	1797
691483041324204033	502	2199
691459709405118465	1027	3732
691444869282295808	753	2439
691416866452082688	6925	17871
691321916024623104	601	2389
691096613310316544	795	2764
691090071332753408	306	1604
690989312272396288	2616	5452
690959652130045952	1117	3319
690938899477221376	1751	3778
690932576555528194	908	3032
690735892932222976	1154	3506
690728923253055490	465	2007
690690673629138944	750	2153
690649993829576704	250	1202
690607260360429569	14	279
690597161306841088	548	1790
690400367696297985	406	1747
690374419777196032	763	2975
690360449368465409	795	2456
690348396616552449	463	1371
690248561355657216	370	1542
690021994562220032	923	2586
690015576308211712	661	2312
690005060500217858	1539	3391
689999384604450816	329	1306
689993469801164801	407	1348
689977555533848577	410	1271
689905486972461056	623	2261
689877686181715968	1044	2806
689835978131935233	689	2021
689661964914655233	851	2998
689659372465688576	3478	9529
689623661272240129	581	2039
689599056876867584	5024	10777
689557536375177216	404	1898
689517482558820352	1299	3132
689289219123089408	849	2073
689283819090870273	1005	3023
689280876073582592	642	1828
689275259254616065	225	1053
689255633275777024	977	2352
689154315265683456	898	2854
689143371370250240	455	1867
688916208532455424	773	2501
688908934925697024	708	1940
688898160958271489	709	1932
688894073864884227	621	2059
688828561667567616	323	1276
688804835492233216	170	888
688789766343622656	604	2059
688547210804498433	627	2397
688519176466644993	659	2151
688385280030670848	4082	8557
688211956440801280	758	2077
688179443353796608	531	1980
688116655151435777	698	2614
688064179421470721	324	1598
687841446767013888	2254	5019
687826841265172480	1010	2525
687818504314159109	865	2282
687807801670897665	660	2197
687732144991551489	596	1623
687704180304273409	767	2243
687664829264453632	471	1801
687494652870668288	529	1758
687480748861947905	222	1475
687476254459715584	483	1831
687460506001633280	492	1905
687399393394311168	554	1745
687317306314240000	8352	18662
687312378585812992	1733	4013
687127927494963200	2052	4980
687124485711986689	462	2025
687109925361856513	2234	5365
687102708889812993	872	2173
687096057537363968	552	2078
686947101016735744	2903	7979
686760001961103360	1257	3238
686749460672679938	1319	3209
686730991906516992	1090	3806
686683045143953408	733	2608
686618349602762752	1239	3413
686606069955735556	492	1752
686394059078897668	632	1595
686386521809772549	791	3007
686377065986265092	514	2047
686358356425093120	602	1995
686286779679375361	1525	3726
686050296934563840	664	2070
686035780142297088	104	1065
686034024800862208	1038	2852
686007916130873345	366	2283
686003207160610816	563	1680
685973236358713344	477	1941
685943807276412928	536	1499
685906723014619143	2592	6896
685681090388975616	110	1887
685667379192414208	510	2187
685663452032069632	1334	2974
685641971164143616	700	2699
685547936038666240	14134	30381
685532292383666176	1047	2809
685325112850124800	3587	8681
685321586178670592	579	2442
685315239903100929	944	3037
685307451701334016	397	1926
685268753634967552	1076	2839
685198997565345792	589	2135
685169283572338688	1277	3785
684969860808454144	327	2220
684959798585110529	2814	6294
684940049151070208	944	2961
684926975086034944	417	3224
684914660081053696	1322	3225
684902183876321280	466	1718
684880619965411328	725	1926
684830982659280897	19694	32344
684800227459624960	905	2514
684594889858887680	3170	8185
684588130326986752	1279	3813
684567543613382656	1104	2760
684538444857667585	855	2437
684481074559381504	1070	3569
684460069371654144	503	1814
684241637099323392	2951	7494
684225744407494656	184	1151
684222868335505415	1241	3520
684200372118904832	945	1981
684195085588783105	457	1761
684188786104872960	1054	3224
684177701129875456	593	1865
684147889187209216	1371	2742
684122891630342144	426	1861
684097758874210310	1299	3793
683857920510050305	1020	3525
683852578183077888	316	1794
683849932751646720	855	2412
683834909291606017	1022	2411
683828599284170753	971	2587
683773439333797890	1220	3075
683742671509258241	3004	5977
683515932363329536	2616	6795
683498322573824003	873	2933
683481228088049664	903	2449
683462770029932544	620	2242
683449695444799489	1457	3577
683391852557561860	2180	7048
683357973142474752	824	2669
683142553609318400	937	2645
683111407806746624	816	3141
683098815881154561	589	1999
683078886620553216	520	1854
683030066213818368	671	1999
682962037429899265	14889	33774
682808988178739200	154	1626
682788441537560576	1019	2284
682750546109968385	398	1402
682697186228989953	333	1211
682662431982772225	988	2814
682638830361513985	535	1910
682429480204398592	1045	3179
682406705142087680	1588	6966
682393905736888321	598	2076
682389078323662849	424	1540
682303737705140231	885	2823
682259524040966145	1078	3812
682242692827447297	1040	2970
682088079302213632	8898	16786
682059653698686977	1527	4542
682047327939461121	847	2956
682032003584274432	1794	6050
682003177596559360	1371	2869
681981167097122816	920	2594
681891461017812993	746	2274
681694085539872773	3691	11812
681679526984871937	399	1631
681654059175129088	819	2422
681610798867845120	418	1733
681579835668455424	1177	3253
681523177663676416	5208	13168
681340665377193984	245	1518
681339448655802368	3706	8561
681320187870711809	672	2410
681302363064414209	1623	3596
681297372102656000	857	2963
681281657291280384	997	2963
681261549936340994	236	1335
681242418453299201	471	1359
681231109724700672	440	2242
681193455364796417	1333	3415
680970795137544192	585	2207
680959110691590145	1822	4214
680940246314430465	937	2924
680934982542561280	394	1916
680913438424612864	563	2210
680889648562991104	325	1608
680836378243002368	1184	3186
680805554198020098	607	1974
680801747103793152	741	2185
680798457301471234	937	2601
680609293079592961	627	2410
680583894916304897	1191	3304
680497766108381184	1732	3886
680494726643068929	440	1570
680473011644985345	673	2342
680440374763077632	442	1328
680221482581123072	261	1358
680206703334408192	1047	2587
680191257256136705	441	1977
680176173301628928	1396	3556
680161097740095489	670	2133
680145970311643136	1561	3315
680130881361686529	857	2114
680115823365742593	828	2498
680100725817409536	1249	3300
680085611152338944	8146	11746
680070545539371008	774	2385
679877062409191424	580	1801
679872969355714560	597	2011
679862121895714818	555	2251
679854723806179328	1101	2613
679844490799091713	687	2187
679828447187857408	12588	33122
679777920601223168	997	2856
679736210798047232	717	1915
679729593985699840	749	1991
679722016581222400	426	1536
679530280114372609	1884	4369
679527802031484928	653	2419
679511351870550016	1146	3071
679503373272485890	1338	2913
679475951516934144	584	1924
679462823135686656	17009	29402
679405845277462528	1073	2162
679158373988876288	7242	19421
679148763231985668	925	2550
679132435750195208	1035	2704
679111216690831360	2314	5436
679062614270468097	7206	15477
679047485189439488	587	2054
679001094530465792	1095	2597
678991772295516161	1017	2070
678969228704284672	409	1497
678800283649069056	821	2356
678798276842360832	1029	3155
678774928607469569	820	2572
678767140346941444	1225	3220
678764513869611008	415	1479
678755239630127104	2930	6476
678740035362037760	1488	3395
678708137298427904	2187	5126
678675843183484930	1319	2600
678643457146150913	360	1874
678446151570427904	1372	3648
678424312106393600	2275	4999
678410210315247616	1611	3825
678399652199309312	28555	73400
678396796259975168	374	1450
678389028614488064	383	1714
678380236862578688	822	2235
678341075375947776	473	1570
678334497360859136	224	1182
678278586130948096	5496	10412
678255464182861824	328	1451
678023323247357953	341	1741
678021115718029313	5632	12368
677961670166224897	1523	3128
677918531514703872	364	1218
677895101218201600	1844	4394
677716515794329600	877	2778
677700003327029250	1291	3114
677698403548192770	286	1114
677687604918272002	755	2254
677673981332312066	1349	3036
677662372920729601	841	1776
677644091929329666	727	1713
677573743309385728	600	1939
677565715327688705	411	1189
677557565589463040	1017	2219
677547928504967168	3294	6326
677530072887205888	204	966
677335745548390400	1548	2763
677334615166730240	252	1228
677331501395156992	209	988
677328882937298944	1344	3327
677314812125323265	471	1497
677301033169788928	354	1111
677269281705472000	634	1797
677228873407442944	1467	3206
677187300187611136	812	2488
676975532580409345	951	2525
676957860086095872	719	2027
676949632774234114	348	1187
676948236477857792	775	1955
676946864479084545	326	1578
676942428000112642	667	1871
676936541936185344	4432	11611
676916996760600576	1615	2695
676897532954456065	649	2050
676864501615042560	627	1896
676821958043033607	13784	20708
676819651066732545	602	1658
676811746707918848	379	1305
676776431406465024	1805	4521
676617503762681856	855	2621
676613908052996102	176	983
676606785097199616	387	1719
676603393314578432	340	1040
676593408224403456	1891	4132
676590572941893632	110	838
676588346097852417	700	2080
676582956622721024	251	1078
676575501977128964	988	2334
676533798876651520	490	1699
676496375194980353	471	1372
676470639084101634	4180	10580
676440007570247681	589	1564
676430933382295552	302	1262
676263575653122048	484	1895
676237365392908289	251	1092
676219687039057920	27761	70861
676215927814406144	516	1572
676191832485810177	920	2058
676146341966438401	590	1752
676121918416756736	1027	1966
676101918813499392	1051	2578
676098748976615425	1247	2678
676089483918516224	392	1181
675898130735476737	506	1448
675891555769696257	765	1925
675888385639251968	841	2114
675878199931371520	1241	3782
675870721063669760	499	1470
675853064436391936	1135	2427
675849018447167488	123	866
675845657354215424	779	2047
675822767435051008	475	1387
675820929667219457	208	957
675798442703122432	3044	9311
675781562965868544	420	1459
675740360753160193	295	1060
675710890956750848	719	1690
675707330206547968	599	1786
675706639471788032	86	582
675534494439489536	363	1662
675531475945709568	330	1065
675522403582218240	248	942
675517828909424640	407	1148
675501075957489664	5221	15552
675497103322386432	1133	2824
675489971617296384	527	1153
675483430902214656	855	1666
675432746517426176	503	1363
675372240448454658	456	1525
675362609739206656	193	941
675354435921575936	14891	29457
675349384339542016	2000	3526
675334060156301312	1133	2483
675166823650848770	1386	3175
675153376133427200	2262	5593
675149409102012420	1499	3358
675147105808306176	200	842
675146535592706048	257	1052
675145476954566656	781	1913
675135153782571009	412	1165
675113801096802304	687	1739
675111688094527488	213	868
675109292475830276	997	2515
675047298674663426	275	931
675015141583413248	1044	2421
675006312288268288	201	879
675003128568291329	406	1394
674999807681908736	956	1997
674805413498527744	319	760
674800520222154752	748	2701
674793399141146624	954	2222
674790488185167872	219	983
674788554665512960	181	719
674781762103414784	1048	1804
674774481756377088	410	991
674767892831932416	692	1631
674764817387900928	200	700
674754018082705410	384	1230
674752233200820224	401	1311
674743008475090944	465	1261
674742531037511680	45	433
674739953134403584	327	970
674737130913071104	80	581
674690135443775488	412	1027
674670581682434048	565	1448
674664755118911488	205	814
674646392044941312	430	1281
674644256330530816	242	927
674638615994089473	511	1517
674632714662858753	502	1343
674606911342424069	86	842
674468880899788800	1782	5567
674447403907457024	314	954
674436901579923456	344	989
674422304705744896	467	1282
674416750885273600	117	613
674410619106390016	401	1068
674394782723014656	488	1335
674372068062928900	280	769
674330906434379776	66	504
674318007229923329	450	1252
674307341513269249	6039	10132
674291837063053312	5139	13188
674271431610523648	645	1394
674269164442398721	202	825
674265582246694913	733	1463
674262580978937856	386	1179
674255168825880576	466	1305
674082852460433408	144	681
674075285688614912	246	887
674063288070742018	1910	5728
674053186244734976	1130	2949
674051556661161984	432	1294
674045139690631169	566	1267
674042553264685056	110	634
674038233588723717	368	977
674036086168010753	181	759
674024893172875264	1087	1587
674019345211760640	264	1013
674014384960745472	560	1387
674008982932058114	300	1080
673956914389192708	838	1748
673919437611909120	326	1056
673906403526995968	1436	2848
673887867907739649	221	838
673716320723169284	669	2785
673715861853720576	1810	3166
673711475735838725	265	940
673709992831262724	236	751
673708611235921920	256	952
673707060090052608	346	987
673705679337693185	359	1123
673700254269775872	501	1281
673697980713705472	1695	3508
673689733134946305	569	1539
673688752737402881	440	1125
673686845050527744	377	1275
673680198160809984	418	1230
673662677122719744	328	1127
673656262056419329	199	650
673636718965334016	308	993
673612854080196609	631	1423
673583129559498752	313	1066
673580926094458881	239	738
673576835670777856	486	1232
673363615379013632	267	928
673359818736984064	593	1288
673355879178194945	493	1341
673352124999274496	475	1493
673350198937153538	185	684
673345638550134785	1102	2228
673343217010679808	235	855
673342308415348736	492	1132
673320132811366400	6888	11952
673317986296586240	216	781
673295268553605120	2750	6723
673270968295534593	312	957
673240798075449344	616	1278
673213039743795200	724	1971
673148804208660480	549	1490
672997845381865473	631	1754
672995267319328768	252	842
672988786805112832	254	876
672984142909456390	470	1115
672980819271634944	891	1625
672975131468300288	780	1498
672970152493887488	305	839
672968025906282496	470	1181
672964561327235073	557	1260
672902681409806336	424	1231
672898206762672129	363	791
672884426393653248	729	1367
672877615439593473	301	907
672834301050937345	503	1154
672828477930868736	419	1108
672640509974827008	270	874
672622327801233409	423	1147
672614745925664768	511	1089
672609152938721280	338	968
672604026190569472	337	971
672594978741354496	531	1179
672591762242805761	285	842
672591271085670400	157	641
672538107540070400	317	901
672523490734551040	146	551
672488522314567680	371	990
672482722825261057	518	990
672481316919734272	110	639
672475084225949696	607	1295
672466075045466113	448	1192
672272411274932228	2932	5716
672267570918129665	535	1316
672264251789176834	287	1012
672256522047614977	1328	2510
672254177670729728	652	1277
672248013293752320	524	1533
672245253877968896	132	607
672239279297454080	276	805
672231046314901505	876	1623
672222792075620352	176	702
672205392827572224	1008	1990
672169685991993344	319	909
672160042234327040	304	767
672139350159835138	595	1547
672125275208069120	992	2118
672095186491711488	328	879
672082170312290304	319	838
672068090318987265	441	1137
671896809300709376	3676	7614
671891728106971137	483	1175
671882082306625538	1212	3105
671879137494245376	574	1250
668992363537309700	292	658
668989615043424256	288	595
668988183816871936	389	799
668986018524233728	140	479
668981893510119424	259	482
668979806671884288	294	704
668975677807423489	495	1155
668967877119254528	18	127
668960084974809088	210	620
668955713004314625	63	241
668932921458302977	50	227
668902994700836864	88	276
668892474547511297	126	355
668872652652679168	268	476
668852170888998912	139	409
668826086256599040	112	384
668815180734689280	226	493
668779399630725120	325	626
668655139528511488	189	472
668645506898350081	457	772
668643542311546881	447	784
668641109086707712	466	943
668636665813057536	435	917
668633411083464705	1380	2461
668631377374486528	280	617
668627278264475648	97	281
668625577880875008	112	329
668623201287675904	653	1246
668620235289837568	35	181
668614819948453888	272	544
668587383441514497	920	1474
668567822092664832	46	206
668544745690562560	197	452
668542336805281792	182	402
668537837512433665	61	226
668528771708952576	189	403
668507509523615744	87	279
668496999348633600	114	359
668484198282485761	207	372
668480044826800133	127	397
668466899341221888	441	767
668297328638447616	255	556
668291999406125056	28	213
668286279830867968	117	434
668274247790391296	197	721
668268907921326080	206	484
668256321989451776	518	1150
668248472370458624	408	840
668237644992782336	2422	5444
668226093875376128	85	247
668221241640230912	169	450
668204964695683073	172	488
668190681446379520	171	576
668171859951755264	162	425
668154635664932864	273	439
668142349051129856	238	509
668113020489474048	208	584
667937095915278337	692	1115
667924896115245057	95	263
667915453470232577	46	184
667911425562669056	246	430
667902449697558528	334	756
667886921285246976	908	1644
667885044254572545	400	728
667878741721415682	101	349
667873844930215936	340	550
667866724293877760	900	2716
667861340749471744	69	221
667832474953625600	55	255
667806454573760512	417	930
667801013445750784	82	282
667793409583771648	286	608
667782464991965184	211	363
667773195014021121	44	204
667766675769573376	185	372
667728196545200128	126	325
667724302356258817	268	424
667550904950915073	28	0
667550882905632768	25	0
667549055577362432	1952	5103
667546741521195010	106	303
667544320556335104	458	761
667538891197542400	58	175
667534815156183040	445	716
667530908589760512	206	411
667524857454854144	967	1501
667517642048163840	165	332
667509364010450944	1864	6062
667502640335572993	193	484
667495797102141441	231	459
667491009379606528	190	459
667470559035432960	85	225
667455448082227200	53	171
667453023279554560	74	279
667443425659232256	488	680
667437278097252352	198	396
667435689202614272	76	266
667405339315146752	196	410
667393430834667520	50	168
667369227918143488	145	328
667211855547486208	209	426
667200525029539841	228	544
667192066997374976	86	330
667188689915760640	331	642
667182792070062081	5270	12523
667177989038297088	48	166
667176164155375616	388	525
667174963120574464	70	218
667171260800061440	72	186
667165590075940865	970	2378
667160273090932737	50	219
667152164079423490	14593	42227
667138269671505920	1871	4008
667119796878725120	107	284
667090893657276420	106	287
667073648344346624	104	351
667070482143944705	13	72
667065535570550784	40	143
667062181243039745	45	191
667044094246576128	43	163
667012601033924608	187	392
666996132027977728	79	213
666983947667116034	845	2249
666837028449972224	468	701
666835007768551424	65	185
666826780179869698	79	220
666817836334096384	209	443
666804364988780544	78	205
666786068205871104	409	654
666781792255496192	168	327
666776908487630848	150	305
666739327293083650	60	208
666701168228331520	182	371
666691418707132416	42	160
666649482315059201	524	990
666644823164719104	69	208
666454714377183233	179	448
666447344410484738	19	90
666437273139982337	40	106
666435652385423360	42	137
666430724426358785	160	277
666428276349472768	67	139
666421158376562688	91	272
666418789513326592	39	107
666411507551481857	262	370
666407126856765440	30	93
666396247373291520	69	147
666373753744588802	73	163
666362758909284353	468	647
666353288456101888	58	179
666345417576210432	124	245
666337882303524864	79	168
666293911632134144	289	426
666287406224695296	57	123
666273097616637952	67	152
666268910803644416	38	99
666104133288665088	5479	12885
666102155909144576	11	66
666099513787052032	53	134
666094000022159362	63	142
666082916733198337	37	93
666073100786774016	131	274
666071193221509120	51	127
666063827256086533	180	397
666058600524156928	47	99
666057090499244032	112	248
666055525042405380	196	367
666051853826850816	701	1027
666050758794694657	50	115
666049248165822465	37	89
666044226329800704	115	246
666033412701032449	36	100
666029285002620928	39	112
666020888022790149	422	2288
